exp,dev_stage,tissue,area,x,y,perimeter
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,147.34,13.65,15.24,44.59
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,39.62,7.62,7.3,23.06
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,52.05,8.57,8.25,26.51
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,72.1,11.11,9.21,32.34
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,98.62,13.02,10.48,36.73
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,75.64,11.75,9.84,31.96
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,141.71,14.92,13.97,44.48
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,198.39,16.83,15.87,51.17
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,111.58,12.06,11.75,38.17
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,33.4,6.67,6.98,21.1
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,112.34,16.51,9.84,41.65
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,53.55,10.16,6.98,27.22
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,73.99,9.52,11.11,32.1
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,52.95,7.94,8.57,26.43
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,173.1,16.51,13.33,47.88
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,81.03,12.06,10.79,35.46
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,117.34,12.7,12.38,39.2
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,80.88,12.06,8.57,33.44
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,36.53,6.35,7.94,22.56
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,145.84,18.1,12.06,47.66
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,193.65,19.05,13.65,52.56
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,129,13.33,13.33,41.16
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,97.86,11.11,12.38,36.43
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,259.23,17.46,20.32,58.97
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,45.31,8.25,7.94,24.89
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,26.95,6.03,6.35,19.04
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,95.48,11.11,11.43,35.19
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,128.22,12.06,14.92,42.11
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,30.37,5.71,7.62,21.07
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,67.49,7.3,13.02,32.34
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,285.94,21.59,18.41,63.33
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,121.22,11.11,16.83,44.23
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,94.53,12.38,10.79,35.9
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,85.25,11.11,13.33,36.78
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,57.31,8.89,8.89,28.01
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,72.53,8.89,10.16,30.85
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,153.08,14.29,14.6,46.05
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,123.29,11.11,15.87,41.87
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,45.82,7.3,8.57,24.88
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,83.93,13.33,8.57,34.65
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,40.12,7.62,6.98,23.04
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,170.45,14.92,15.24,47
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,150.93,15.87,11.75,45.55
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,112.3,14.92,10.16,39.49
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,158.55,15.87,12.7,45.89
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,142.82,13.65,14.29,43.04
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,186.55,13.97,18.41,50.02
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,161.27,14.29,14.29,45.9
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,93.99,14.29,9.21,36.78
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,81.49,9.21,12.7,33.68
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,193.28,23.49,11.75,56.67
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,214.23,20.32,14.29,55.12
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,185.13,15.24,16.83,50.32
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,337.16,24.13,18.41,67.32
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,60.99,11.43,7.62,29.64
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,49.6,11.75,6.35,28.39
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,118.17,14.29,11.43,39.71
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,47.05,8.89,7.3,25.56
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,52.62,7.94,8.57,26.36
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,52.07,6.98,10.16,26.78
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,47.23,9.52,6.67,26.26
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,84.01,11.75,9.52,33.46
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,49.72,8.89,7.94,26.64
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,55.59,8.89,8.25,27.04
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,51.93,9.21,7.94,26.71
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,37.1,7.3,7.94,23.7
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,107.41,11.11,13.33,37.83
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,79.12,8.57,11.43,32.6
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,151.98,16.51,12.7,46.49
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,135.24,13.33,13.65,42.41
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,95.6,12.7,10.48,36
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,92.02,12.7,9.84,35.62
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,81.57,12.38,9.21,34.07
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,115.78,12.7,11.75,38.79
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,58.97,10.48,7.94,28.82
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,94.46,13.33,9.21,35.77
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,117.13,13.02,11.75,39.13
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,222.05,21.9,13.97,56.11
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,42.34,8.57,6.67,24.04
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,65.05,11.11,8.57,30.59
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,43.74,10.16,5.71,25.37
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,29.07,7.94,5.4,20.93
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,105.62,13.97,12.06,40.21
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,67.2,10.79,8.89,31.26
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,117.07,11.11,13.97,39.41
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,181.68,15.56,15.87,48.37
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,36.22,5.71,7.94,22.25
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,64.57,9.52,8.57,28.86
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,219.55,21.59,13.02,55.74
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,26.8,6.35,6.03,19.28
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,17.98,8.57,3.49,18.99
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,100.59,13.65,10.48,36.85
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,158.89,13.65,15.87,46.65
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,72.97,9.21,11.11,31.58
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,39.79,7.3,7.3,23.14
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,34.86,7.62,6.67,22.15
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,35.95,6.67,7.94,22.46
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,53.79,10.79,7.3,28.09
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,62.15,12.06,8.25,31.63
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,82.99,12.06,9.52,33.44
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,36.28,6.98,6.98,22.11
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,49,9.52,7.62,26.65
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,47.53,7.94,7.94,26.04
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,29.85,6.03,6.67,20.38
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,87.59,13.33,9.52,36.23
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,102.86,13.02,10.16,36.92
P2X3-488 AceTub-594 20x 2a,Pre-hatch,TG,83.71,10.16,11.43,33.15
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,42.86,7.3,8.25,24.08
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,70.18,11.43,9.21,30.74
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,74.25,8.89,10.79,31.64
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,49.65,8.25,8.25,25.73
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,68.77,8.89,10.16,30.56
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,101.43,9.52,14.6,38.79
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,58.7,12.06,7.62,30.89
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,53.4,10.79,7.94,29.67
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,56.95,9.84,9.21,29.69
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,55.91,9.84,8.57,27.56
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,40.11,7.62,7.3,23.39
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,64.08,8.89,9.52,29.83
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,21.08,5.08,6.03,17.29
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,65.79,10.79,8.57,30.51
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,31.9,6.35,7.62,21.8
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,20.85,5.71,6.03,17.1
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,18.92,5.71,4.13,16.92
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,26.89,6.35,6.03,18.99
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,22.59,5.71,6.67,18.39
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,21.04,5.4,6.03,17.31
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,22.08,4.44,7.62,19.29
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,63.18,8.89,9.84,29.42
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,22.64,5.71,6.03,17.91
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,25.85,5.4,6.35,19.11
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,83.25,8.89,13.02,34.79
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,48.36,9.21,7.94,26.91
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,104.34,13.97,9.84,38.1
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,98.39,9.84,13.97,37.68
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,90.08,8.57,13.65,36.17
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,56.43,8.57,9.52,28.24
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,27.23,7.3,6.03,19.67
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,101.84,12.06,13.33,40.46
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,29.6,6.35,6.35,19.77
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,24.66,6.03,5.71,18.37
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,65.25,9.84,9.21,29.95
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,39.47,7.62,6.67,23.42
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,51.14,10.16,7.62,27.4
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,35.34,6.98,6.67,21.53
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,27.02,6.98,6.03,19.15
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,28.34,6.35,6.35,19.63
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,22.38,5.08,6.35,17.83
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,31.54,6.03,8.25,21.11
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,34.27,7.3,6.03,21.96
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,30.29,8.57,4.44,21.26
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,19.54,4.76,5.4,16.14
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,28.14,7.62,5.08,20.48
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,69.54,10.48,8.89,32.12
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,80.78,11.75,11.43,35.52
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,53.15,9.84,9.21,28.16
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,25.52,6.03,6.35,18.92
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,56.19,8.57,8.89,27.95
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,26.79,6.35,5.71,19.42
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,32.13,6.98,6.98,21.61
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,29.26,6.67,6.67,20.89
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,36.69,7.62,7.3,22.55
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,98.43,12.06,11.11,36.16
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,26.24,5.4,7.3,19.5
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,37.18,6.98,7.62,22.74
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,25.51,6.03,5.71,18.35
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,42.82,6.98,8.57,25.07
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,59.78,10.48,7.62,28.53
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,57.39,10.79,7.94,29.94
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,68.24,10.16,9.21,30.76
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,23.24,5.71,5.08,17.55
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,49.16,9.21,7.62,26.05
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,83.21,13.97,9.52,35.37
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,34.41,6.03,8.25,22.53
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,51.62,9.52,7.94,26.79
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,48.94,10.16,8.89,28.51
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,40.41,6.67,8.25,23.6
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,61.6,7.3,14.29,34.06
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,47.02,7.3,8.89,25.75
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,30.55,6.98,8.25,22.25
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,42.12,6.35,9.52,25.6
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,61.36,8.25,10.16,29.15
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,57.46,9.21,8.25,28.14
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,34.55,7.62,5.71,21.68
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,81.43,11.43,11.43,35.17
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,37.3,9.21,5.71,23.19
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,34.06,8.89,5.71,23.96
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,46.73,8.57,8.57,25.76
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,76.15,16.51,6.35,37.35
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,53.7,8.89,8.25,27.1
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,91.42,9.84,13.02,35.65
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,58.22,8.57,9.52,27.95
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,34.16,7.62,6.67,22.12
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,79.09,10.48,10.79,33.13
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,40.92,7.94,7.62,23.86
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,47.37,8.25,7.94,25.6
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,120.28,13.02,13.02,43.03
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,26.6,6.98,6.35,20.21
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,30.77,7.3,5.4,20.81
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,22.56,5.08,5.71,17.41
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,46.06,7.62,8.25,24.94
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,19.99,5.71,4.76,16.48
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,71.08,10.79,8.57,31.64
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,42.62,6.67,8.89,24.56
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,32.4,6.35,6.98,21.37
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,31.04,6.98,5.71,20.41
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,49.89,6.98,9.21,26.34
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,20.64,5.4,5.08,16.57
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,55.91,7.3,10.79,29.41
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,61.59,8.25,10.16,28.58
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,51.36,9.52,8.89,27.91
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,18.29,5.08,5.4,15.75
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,40.31,7.3,7.3,23.51
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,37.51,6.98,8.25,22.75
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,13.6,5.4,3.49,13.98
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,104.26,12.7,11.43,37.35
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,66.5,11.75,7.94,30.45
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,65.08,12.06,7.94,31.31
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,50.75,8.25,7.94,26.04
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,53,10.16,7.94,28.13
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,49.87,10.79,6.98,27.59
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,19.15,5.08,5.4,16.1
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,25.57,5.71,5.4,18.31
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,32.41,6.03,7.62,21.2
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,47.35,10.16,6.98,26.75
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,62.15,12.06,7.3,31.18
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,45.65,11.11,5.71,27.42
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,78.46,9.52,14.6,36.51
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,64.17,10.16,14.92,37.74
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,55.62,9.21,10.16,30.21
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,40.46,8.57,8.57,26.15
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,44.21,8.57,7.62,25
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,34.49,7.94,6.35,21.7
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,48.52,6.67,10.16,26.82
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,20.61,4.44,6.03,16.67
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,33.88,5.4,8.25,21.96
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,32.75,7.94,5.71,21.52
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,41.03,8.57,6.35,24.36
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,33.69,7.94,6.67,21.66
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,26.2,6.35,5.71,18.9
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,21.48,5.71,5.4,17.21
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,32.42,8.89,7.62,24.93
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,44.25,6.67,10.48,26.64
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,55.13,7.62,9.21,27.25
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,57.95,9.84,8.25,28.26
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,42.03,6.35,10.79,27.48
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,43.06,7.94,7.62,24.46
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,70.99,10.16,9.52,30.42
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,44.76,10.48,5.4,25.98
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,59.19,10.48,7.3,28.6
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,23.66,7.62,4.13,19.3
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,34.4,5.4,9.52,23.06
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,39.09,9.52,5.4,24.71
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,33.34,6.67,6.67,21.11
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,61.95,9.52,11.43,31.63
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,14.12,4.76,4.76,14.39
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,53.41,10.48,10.16,30.55
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,6.35,2.86,2.54,9.3
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,24.75,6.03,5.71,18.34
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,22.77,5.4,5.71,17.44
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,21.88,5.08,6.03,17.39
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,23.45,6.98,4.44,18.37
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,56.6,7.94,10.48,29.8
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,75.09,12.38,9.52,33.24
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,43.31,7.94,6.98,24.46
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,70.98,11.75,9.84,32.37
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,22.62,5.4,6.35,18.18
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,25.47,6.35,6.03,18.98
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,68.81,9.84,9.52,30.62
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,53.99,8.25,9.52,26.87
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,52.23,7.94,9.84,27.82
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,49.88,7.62,10.48,27.04
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,19.07,6.03,6.35,18.31
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,31.38,10.48,6.03,25.82
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,32.45,6.98,6.67,22.6
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,31.96,5.71,8.25,21.76
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,29.76,7.62,5.08,20.96
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,52.97,7.94,9.84,28.09
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,35.53,6.98,7.94,23.07
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,54.5,8.89,7.62,26.85
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,75.38,8.25,13.02,33.23
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,41.37,8.89,6.67,24.26
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,30.84,6.03,6.98,20.56
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,20.36,5.4,5.71,17.27
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,24.58,6.35,6.35,19.1
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,53.47,6.67,11.43,28.82
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,51.69,11.11,6.35,28.06
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,68.85,10.48,11.43,32.63
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,49.42,7.3,10.48,27.77
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,13.05,5.08,3.81,13.79
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,48.76,8.25,8.25,25.46
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,43.1,6.98,7.94,24.12
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,55.27,14.6,5.71,32.81
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,89.03,13.02,10.79,37.24
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,47.96,7.62,9.21,26.1
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,28.91,6.03,7.3,20.23
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,49.09,9.52,6.98,25.99
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,58.61,8.89,8.57,27.85
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,36.36,6.35,7.3,22.22
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,46.8,7.94,7.94,25.02
P2x3-594 HNK1-488 20x 1,Pre-hatch,TG,107.65,14.29,9.84,38.84
